id,code,name_ch,name_en
50000848,CT2,哥斯達黎加U20,Costa Rica U20
50000849,CTW,哥斯達黎加女足,Costa Rica Women
50240653,CW2,哥斯達黎加女足U20,Costa Rica Women U20
50000850,G21,哥斯達-加拿大,Costa Rica-Canada
50000851,G23,哥斯達-薩爾瓦多,Costa Rica-El Salvador
50000852,G24,哥斯達-危地馬拉,Costa Rica-Guatemala
50000853,G20,哥斯達黎加-洪都拉斯,Costa Rica-Honduras
50000854,G22,哥斯達-牙買加,Costa Rica-Jamaica
50000855,G19,哥斯達-巴拿馬,Costa Rica-Panama
50000856,G25,哥斯達-千里達,Costa Rica-Trinidad and Tobago
50000857,CIV,科特迪瓦,Cote d'Ivoire
50000858,CIO,科特迪瓦男奧足,Cote d'Ivoire Oly Men
50322733,CI3,科特迪瓦U23,Cote d'Ivoire U23
50000859,CVW,科特迪瓦女足,Cote d'Ivoire Women
50000860,A52,科特迪瓦-阿爾及利亞,Cote d'Ivoire-Algeria
50000861,A02,科特迪瓦-安哥拉,Cote d'Ivoire-Angola
50000862,17A,科特迪瓦-貝寧,Cote d'Ivoire-Benin
50000863,A03,科特迪瓦-布基納法索,Cote d'Ivoire-Burkina Faso
50000864,A82,科特迪瓦-喀麥隆,Cote d'Ivoire-Cameroon
50000865,A53,科特迪瓦-佛得角,Cote d'Ivoire-Cape Verde Islands
50000866,A55,科特迪瓦-剛果民主共和國,Cote d'Ivoire-D R Congo
50000867,A81,科特迪瓦-埃及,Cote d'Ivoire-Egypt
50000868,A04,科特迪瓦-加蓬,Cote d'Ivoire-Gabon
50000869,A05,科特迪瓦-加納,Cote d'Ivoire-Ghana
50000870,A06,科特迪瓦-畿內亞,Cote d'Ivoire-Guinea
50000871,A07,科特迪瓦-利比亞,Cote d'Ivoire-Libya
50000872,18A,科特迪瓦-馬達加,Cote d'Ivoire-Madagascar
50000873,A08,科特迪瓦-馬里,Cote d'Ivoire-Mali
50315882,44A,科特迪瓦-毛里塔尼亞,Cote d'Ivoire-Mauritania
50000874,A09,科特迪瓦-摩洛哥,Cote d'Ivoire-Morocco
50559153,B16,科特迪瓦-莫桑比克,Cote d'Ivoire-Mozambique
50315883,45A,科特迪瓦-納米比亞,Cote d'Ivoire-Namibia
50000875,A51,科特迪瓦-尼日利,Cote d'Ivoire-Nigeria
50000876,A10,科特迪瓦-塞內,Cote d'Ivoire-Senegal
50000877,A50,科特迪瓦-南非,Cote d'Ivoire-South Africa
50000878,A11,科特迪瓦-蘇丹,Cote d'Ivoire-Sudan
50559152,B15,科特迪瓦-坦桑尼亞,Cote d'Ivoire-Tanzania
50000879,A54,科特迪瓦-多哥,Cote d'Ivoire-Togo
50000880,A12,科特迪瓦-突尼西,Cote d'Ivoire-Tunisia
50000881,01A,科特迪瓦-烏干達,Cote d'Ivoire-Uganda
50000882,A13,科特迪瓦-贊比亞,Cote d'Ivoire-Zambia
50000883,COT,科特布斯,Cottbus
50000884,COU,古爾倫,Cournon
50000885,PDD,派達德,Cova da Piedade
50000886,CVR,哥維流浪,Cove Rangers
50000887,COV,高雲地利,Coventry
50000888,CVH,高維拿,Covilha
50000889,CDB,哥頓比夫,Cowdenbeath
50000890,CWT,卡維尼,Crawley Town
50309995,CVP,克雷谷,Cray Valley PM
50000891,CME,克雷莫納,Cremonese
50000892,CRL,格迪爾,Creteil
50000893,CRE,克魯,Crewe
50000894,CMA,基斯奧馬,Criciuma
50000895,CRO,克羅地亞,Croatia
50000896,CI2,克羅地亞U20,Croatia U20
50000897,COY,克羅地亞U21,Croatia U21
50271433,CRW,克羅地亞女足,Croatia Women
3399,20U,克羅地亞-威爾斯,Croatia-Wales
50000898,CRX,確域斯,Croix Savoie
50000899,CRN,克羅托內,Crotone
50000900,CDN,北古斯路,Crucero del Norte
50000901,CSD,十字軍,Crusaders
50000902,CZA,藍十字,Cruz Azul
50353923,CWZ,藍十字女足,Cruz Azul Women
50000903,CRU,高士路,Cruzeiro
50430578,ZCW,高士路女足,Cruzeiro Women
50000904,CRV,貝爾格萊德紅星,Crvena Zvezda
50462480,WCZ,貝爾格萊德紅星女足,Crvena Zvezda Women
50000905,CRY,水晶宮,Crystal Palace
50355600,CPW,水晶宮女足,Crystal Palace Women
50000906,CUB,古巴,Cuba
50000907,CU2,古巴U20,Cuba U20
50000908,CCT,古古達,Cucuta
50000909,CUA,古亞巴,Cuiaba
50000910,CUK,古卡歷斯基,Cukaricki
50000911,LEA,利安尼沙,Cultural Leonesa
50599268,CUL,坎伯蘭聯,Cumberland Utd
50000912,CUR,庫拉索,Curacao
50000913,CCI,古里高聯,Curico Unido
50587334,CUU,科廷大學,Curtin University
50264287,CZT,古遜艾斯頓,Curzon Ashton
50000914,RGL,FC古斯哥,Cusco FC
50000915,CYP,塞浦路斯,Cyprus
50000916,CYY,塞浦路斯U21,Cyprus U21
50264490,CYW,塞浦路斯女足,Cyprus Women
50000917,CZE,捷克,Czechia
50000918,CR2,捷克U20,Czechia U20
50000919,CZY,捷克U21,Czechia U21
50264496,CZW,捷克女足,Czechia Women
50333331,CW3,捷克女足U23,Czechia Women U23
50000920,F89,捷克-冰島,Czechia-Iceland
50000921,F90,捷克-瑞士,Czechia-Switzerland
50000922,F91,捷克-烏克蘭,Czechia-Ukraine
50000923,COD,剛果民主共和國,D R Congo
50457690,DR2,剛果民主共和國U20,D R Congo U20
50329504,CDW,剛果民主共和國女足,D R Congo Women
50315905,67A,剛果民主共和國-安哥拉,D R Congo-Angola
50559163,B26,剛果民主共和國-貝寧,D R Congo-Benin
50559165,B28,剛果民主共和國-布基納法索,D R Congo-Burkina Faso
50315904,66A,剛果民主共和國-喀麥隆,D R Congo-Cameroon
50315907,69A,剛果民主共和國-毛里塔尼亞,D R Congo-Mauritania
50315906,68A,剛果民主共和國-納米比亞,D R Congo-Namibia
50315908,70A,剛果民主共和國-南非,D R Congo-South Africa
50559164,B27,剛果民主共和國-蘇丹,D R Congo-Sudan
50000924,DJS,斯特里達,DAC Dunajska Streda
50000925,DCU,華盛頓聯隊,DC United
50462484,DXW,洛格羅尼奧女足,DUX Logrono Women
50000926,DCA,達斯亞,Dacia Chisinau
50000927,DGU,FC大邱,Daegu FC
50000928,DJC,大田市民,Daejeon Citizen
50000929,DJK,大田國鐵,Daejeon Korail
50000930,DGH,杜根咸,Dagenham and Redbridge
50000931,DKD,達爾古特,Dalkurd
50334380,DAM,達馬克FC,Damac FC
50362143,WDM,達邁恩斯女足,Damaiense Women
50563253,DDC,丹德農城,Dandenong City
50461811,DTD,丹德農雷霆,Dandenong Thunder
50000932,DAN,達奴比奧,Danubio
50000933,DAR,達寧頓,Darlington
50000934,DAT,達斯泰特,Darmstadt
50000935,DRT,達特福特,Dartford
50000936,DAV,達維爾,Darvel FC
50334109,DHS,達爾文之心,Darwin Hearts
50000937,DAO,達爾文奧林匹克,Darwin Olympic
50000938,DRG,道加瓦列加,Daugava Riga
50000939,DDL,德頓獅隊,Dayton Dutch Lions
50000940,DEG,迪加史卓普,De Graafschap
50462466,DFW,迪加史卓普女足,De Graafschap Women
50000941,DTF,迪燦菲斯,De Treffers
50000942,DEB,迪比辛,Debrecen
50562351,DFO,國防軍,Defence Force
50000943,DYJ,防衛者,Defensa y Justicia
50000944,DFS,迪芬沙士砵亭,Defensor Sporting
50289695,DEU,迪芬沙斯聯,Defensores Unidos
50284552,DDB,貝格拉諾防衛隊,Defensores de Belgrano
50000945,DGF,迪加科斯,Degerfors
50000946,DLF,SC迪爾芬,Delfin SC
50000947,DBH,丹保殊,Den Bosch
50000948,ADO,海牙,Den Haag
50362113,DHW,海牙女足,Den Haag Women
50331732,DEH,丹達,Dender
50000949,DNA,丹尼亞,Denia
50000950,DEN,丹麥,Denmark
50000951,DMO,丹麥男奧足,Denmark Oly Men
50302294,DM2,丹麥U20,Denmark U20
50000952,DNY,丹麥U21,Denmark U21
50000953,DMW,丹麥女足,Denmark Women
50319605,DW3,丹麥女足U23,Denmark Women U23
3397,18U,丹麥-奧地利,Denmark-Austria
50000954,F80,丹麥-白俄羅斯,Denmark-Belarus
3396,17U,丹麥-克羅地亞,Denmark-Croatia
50000955,F81,丹麥-捷克,Denmark-Czechia
50000956,F82,丹麥-冰島,Denmark-Iceland
50000957,O45,丹麥-葡萄牙,Denmark-Portugal
50296647,L27,丹麥-南非,Denmark-South Africa
50000958,F83,丹麥-瑞士,Denmark-Switzerland
50000959,F84,丹麥-烏克蘭,Denmark-Ukraine
50566589,DSW,丹佛巔峰女足,Denver Summit Women
50331022,DCC,康塞普森體育,Deportes Concepcion
50331025,DLE,利馬切,Deportes Limache
50331023,DLS,利納雷斯體育,Deportes Linares
50000960,MLP,梅利比拉,Deportes Melipilla
50331024,DRL,列高列達,Deportes Recoleta
50288881,DSC,聖達古斯,Deportes Santa Cruz
50000961,TMC,迪莫高體育會,Deportes Temuco
50000962,DTO,杜利馬,Deportes Tolima
50000963,VDV,華迪維亞,Deportes Valdivia
50395390,DMN,明尼拿,Deportiva Minera
50000964,DEP,拉科魯尼亞,Deportivo
50000965,AZA,安索阿迪古,Deportivo Anzoategui
50430555,DEO,阿美尼奧,Deportivo Armenio
50000966,DPB,比納干奴,Deportivo Binacional
50000967,DCL,卡利,Deportivo Cali
50540159,DCW,卡利女足,Deportivo Cali Women
50000968,DPC,卡比亞塔,Deportivo Capiata
50000969,DEC,昆卡,Deportivo Cuenca
50319124,DGA,加西拉索,Deportivo Garcilaso
50000970,DLG,拉瓜爾拉,Deportivo La Guaira
50000971,DVL,拿拉體育會,Deportivo Lara
50236468,DMA,馬德林,Deportivo Madryn
50562915,DMP,邁佩,Deportivo Maipu
50268766,DMD,馬爾多納多,Deportivo Maldonado
50000972,DPM,摩倫,Deportivo Moron
50000973,MCP,慕尼斯帕爾,Deportivo Municipal
50000974,DPN,紐柏萊斯,Deportivo Nublense
50000975,DPO,帕斯度,Deportivo Pasto
50268767,DPE,佩雷拉,Deportivo Pereira
50000976,DIA,比達尼,Deportivo Petare
50000977,DPQ,基多,Deportivo Quito
50319125,DRZ,祖利亞諾,Deportivo Rayo Zuliano
50312807,DRA,萊斯查,Deportivo Riestra
50000978,DSJ,聖荷西體育會,Deportivo San Jose
50000979,DPS,辛坦尼,Deportivo Santani
50000980,DSP,薩普里沙,Deportivo Saprissa
50000981,DET,塔奇拉,Deportivo Tachira
50356293,LCW,拉科魯尼亞女足,Deportivo Women
50000982,DER,打比郡,Derby
50000983,DEY,德利城,Derry City
50000984,DCN,迪斯拿,Desna Chernihiv
50283453,DTY,底特律城,Detroit City
50000985,DVR,迪費朗維,Deveronvale
50000986,DCS,迪雲港前鋒,Devonport City Strikers
50587333,DWE,黛安拉白鷹,Dianella White Eagles
50482782,DHC,迪巴FC,Dibba FC
50000987,DFF,迪費丹治,Differdange
50000988,DIJ,迪安,Dijon
50362126,SJW,迪安女足,Dijon Women
50000989,DGO,迪拿哥里,Dila Gori
50000990,DBM,巴杜米戴拿模,Dinamo Batumi
50000991,BTD,比斯特戴拿模,Dinamo Brest
50000992,DNB,布加勒斯特戴拿模,Dinamo Bucuresti
50462417,DIC,戴拿模城,Dinamo City
50000993,DMK,明斯克戴拿模,Dinamo Minsk
50462424,MWM,明斯克戴拿模女足,Dinamo Minsk Women
50000994,DMC,莫斯科戴拿模,Dinamo Moscow
50430029,DWM,莫斯科戴拿模女足,Dinamo Moscow Women
50000995,DIN,第比利斯戴拿模,Dinamo Tbilisi
50000996,DNZ,薩格勒布戴拿模,Dinamo Zagreb
50313300,DLH,迪南里昂,Dinan Lehon
50600021,DYC,迪里耶會,Diriyah Club
50000997,DBT,吉布提,Djibouti
50000998,DJU,佐加頓斯,Djurgardens
50353891,DJW,佐加頓斯女足,Djurgardens Women
50000999,DNP,迪尼伯,Dnepr
50001000,DNI,迪尼普,Dnipro
50329100,DOC,多米尼克,Dominica
50288636,DRP,多明尼加共和國,Dominican Republic
3064,DMR,多米尼加共和國,Dominican Republic
50332399,DRO,多明尼加共和國男奧足,Dominican Republic Oly Men
50284408,SO2,多明尼加共和國U20,Dominican Republic U20
50307922,DR3,多明尼加共和國U23,Dominican Republic U23
50318623,DRW,多明尼加共和國女足,Dominican Republic Women
50001001,DMZ,當姆薩尼,Domzale
50001002,DON,唐卡士打,Doncaster
50001003,DOS,多拉多斯,Dorados
50001004,DDT,多德勒支,Dordrecht
50001005,DOR,多蒙特,Dortmund
50472614,Q88,多蒙特-希拉爾,Dortmund-Al Hilal
50472612,Q86,多蒙特-賓菲加,Dortmund-Benfica
50472611,Q85,多蒙特-保地花高,Dortmund-Botafogo
50407773,Q44,多蒙特-布魯日,Dortmund-Bruges
50472613,Q87,多蒙特-富明尼斯,Dortmund-Fluminense
50001006,U31,多蒙特-加拉塔,Dortmund-Galatasaray
50001007,U29,多蒙特-祖雲達斯,Dortmund-Juventus
50001008,U95,多蒙特-李斯特,Dortmund-Leicester
50001009,U72,多蒙特-曼聯,Dortmund-Man Utd
50001010,U94,多蒙特-摩納哥,Dortmund-Monaco
50001011,U30,多蒙特-PSG,Dortmund-PSG
50407772,Q43,多蒙特-燕豪芬,Dortmund-PSV Eindhoven
3369,R86,多蒙特-波圖,Dortmund-Porto
50001012,DVA,多佛,Dover Athletic
50001013,DCY,杜蘭斯,Drancy
50001014,DRE,特雷斯登,Dresden
50001015,DRI,達他,Drita
50001016,DBF,德洛巴福根,Drobak Frogn
50001017,DRU,杜希達,Drogheda United
50001018,DLD,特萊斯登,Droylsden
50541356,DUC,杜拜聯FC,Dubai United FC
50001019,DUD,杜迪蘭治,Dudelange
50001020,DUI,杜伊斯堡,Duisburg
50001021,DUM,鄧巴頓,Dumbarton
50310630,DJI,杜米恩斯,Dumiense
50001022,DDK,鄧達克,Dundalk
50001023,DUN,登地,Dundee
50001024,DUU,登地聯,Dundee Utd
50356318,DUW,登地聯女足,Dundee Utd Women
50001025,DUF,鄧弗姆林,Dunfermline
50462472,DNN,鄧根倫,Dungannon Swifts
50001026,DKQ,登卡基,Dunkerque
50001027,DDF,杜塞爾多夫,Dusseldorf
50001028,DYK,基輔戴拿模,Dynamo Kiev
50264782,DYM,馬哈奇卡拉戴拿模,Dynamo Makhachkala
50001029,SPD,聖彼德堡戴拿模,Dynamo St. Petersburg
50001030,EJO,莊達立,ECU Joondalup SC
50001031,ESF,施迪夫,ES Setif
50001494,GYR,ETO FC,ETO FC
50334362,EBG,東賓高,East Bengal
50544230,EWB,東賓高女足,East Bengal Women
50001032,EAF,伊斯菲,East Fife
50001033,EKB,東基爾布萊德,East Kilbride
50001034,ESR,東史特靈,East Stirlingshire
50001035,ETK,伊斯杜洛克,East Thurrock
50001036,EBB,伊斯特本,Eastbourne Borough
2933,ES1,東方,Eastern SC
50563257,EBF,布里斯班東區,Eastern Suburbs FC
50001037,ELH,伊斯特利,Eastleigh
50001038,EWD,伊斯活特,Eastwood
50001039,EBS,艾貝斯費特聯,Ebbsfleet Utd
50001040,EBR,伊布洛,Ebro
50001041,ECI,艾斯查,Ecija
50001042,ECU,厄瓜多爾,Ecuador
50001043,EC2,厄瓜多爾U20,Ecuador U20
50312513,EC3,厄瓜多爾U23,Ecuador U23
50001044,ECW,厄瓜多爾女足,Ecuador Women
50323134,E2W,厄瓜多爾女足U20,Ecuador Women U20
50287533,39Y,厄瓜多爾-岡比亞,Ecuador-Gambia
50287535,41Y,厄瓜多爾-以色列,Ecuador-Israel
1737,Y30,厄瓜多爾-南韓,Ecuador-Korea Republic
50001045,C51,厄瓜多爾-墨西哥,Ecuador-Mexico
50287532,38Y,厄瓜多爾-新西蘭,Ecuador-New Zealand
50331293,C98,厄瓜多爾-巴拿馬,Ecuador-Panama
50001046,C57,厄瓜多爾-巴拉圭,Ecuador-Paraguay
50001047,C47,厄瓜多爾-秘魯,Ecuador-Peru
50287536,42Y,厄瓜多爾-突尼西亞,Ecuador-Tunisia
50331292,C93,厄瓜多爾-美國,Ecuador-USA
50287534,40Y,厄瓜多爾-烏茲別克,Ecuador-Uzbekistan
2835,EWE,艾治禾夫鷹隊,Edgeworth Eagles
50001048,EDG,艾治禾夫鷹隊,Edgeworth Eagles
50001155,EDB,艾丁堡城,Edinburgh City
50001049,EGA,艾加里奧,Egaleo
50001050,EES,艾格辛特,Egersunds IK
50289788,EGN,伊格納迪亞,Egnatia
50001051,EGY,埃及,Egypt
50001052,EGO,埃及男奧足,Egypt Oly Men
50001053,EG2,埃及U20,Egypt U20
50289323,EG3,埃及U23,Egypt U23
50599147,EY1,埃及女足,Egypt Women
50559145,B08,埃及-阿爾及利亞,Egypt-Algeria
50315884,46A,埃及-安哥拉,Egypt-Angola
50001054,Y24,埃及-喀麥隆,Egypt-Cameroon
50315886,48A,埃及-佛得角,Egypt-Cape Verde Islands
50559147,B10,埃及-剛果民主共和國,Egypt-D R Congo
50001055,A94,埃及-加蓬,Egypt-Gabon
50001056,Y26,埃及-南韓,Egypt-Korea Republic
50001057,A95,埃及-馬里,Egypt-Mali
50315887,49A,埃及-毛里塔尼亞,Egypt-Mauritania
50001058,03A,埃及-摩洛哥,Egypt-Morocco
50559143,B06,埃及-莫桑比克,Egypt-Mozambique
50315885,47A,埃及-納米比亞,Egypt-Namibia
3420,04O,埃及-新西蘭,Egypt-New Zealand
50559146,B09,埃及-尼日利亞,Egypt-Nigeria
50315888,50A,埃及-南非,Egypt-South Africa
50559144,B07,埃及-坦桑尼亞,Egypt-Tanzania
50001059,04A,埃及-突尼,Egypt-Tunisia
50001060,EIB,伊巴,Eibar
50356282,EBW,伊巴女足,Eibar Women
50001061,EVD,艾斯禾特,Eidsvold
50001062,EJD,艾積多,Ejido
50312808,EKI,艾克納斯IF,Ekenas IF
50001063,ERN,伊蘭拿斯,Ekranas
50325827,EFS,艾法羅利托SC,El Farolito SC
50001064,EJH,艾查殊,El Jaish
50001065,ENL,國家體育會,El Nacional
50325834,EPL,艾爾帕索火車頭,El Paso Locomotive
50329099,ELP,艾波維尼爾,El Porvenir
50001066,ELS,薩爾瓦多,El Salvador
50001067,EV2,薩爾瓦多U20,El Salvador U20
50304919,EVW,薩爾瓦多女足,El Salvador Women
50001068,ETS,坦基西斯尼,El Tanque Sisley
2263,ELZ,艾拉錫,Elazigspor
50599726,EBA,艾巴辛尼,Elbasani
50355586,EWS,埼玉伊分女足,Elfen Saitama Women
50001069,ELF,艾夫斯堡,Elfsborg
50001070,EGC,艾珍城,Elgin City
50001071,ELV,艾華斯堡,Elversberg
50001072,EVR,艾爾華林,Elverum
50001073,EMC,艾美歷克,Emelec
50001074,EMM,安曼,Emmen
50001075,EMP,安玻里,Empoli
50001076,ENG,英格蘭,England
50001077,ENB,英格蘭B隊,England B
50001078,EL2,英格蘭U20,England U20
50001079,ELY,英格蘭U21,England U21
50001080,ELW,英格蘭女足,England Women
50556028,EN2,英格蘭女足U20,England Women U20
50319604,EW3,英格蘭女足U23,England Women U23
50001081,F18,英格蘭-阿根廷,England-Argentina
50001082,E51,英格蘭-奧地利,England-Austria
50001083,F75,英格蘭-白俄羅斯,England-Belarus
3380,01U,英格蘭-比利時,England-Belgium
50263214,01U,英格蘭-比利時,England-Belgium
50597839,S01,英格蘭-巴西,England-Brazil
50001084,Y23,英格蘭-喀麥隆,England-Cameroon
50597841,S03,英格蘭-哥倫比亞,England-Colombia
50001085,F46,英格蘭-科特迪瓦,England-Cote d'Ivoire
50001086,E21,英格蘭-克羅地亞,England-Croatia
50001087,F76,英格蘭-捷克,England-Czechia
50001088,F74,英格蘭-丹麥,England-Denmark
1420,F28,英格蘭-法國,England-France
50001089,F28,英格蘭-法國,England-France
50287497,03Y,英格蘭-岡比亞,England-Gambia
50001090,F13,英格蘭-德國,England-Germany
50001091,F77,英格蘭-冰島,England-Iceland
50287499,05Y,英格蘭-以色列,England-Israel
1402,F10,英格蘭-意大利,England-Italy
50001092,F10,英格蘭-意大利,England-Italy
50001093,Y34,英格蘭-日本,England-Japan
50001094,Y25,英格蘭-南韓,England-Korea Republic
50001095,F26,英格蘭-荷蘭,England-Netherlands
50287496,02Y,英格蘭-新西蘭,England-New Zealand
50296628,L08,英格蘭-挪威,England-Norway
50001096,E23,英格蘭-波蘭,England-Poland
1421,F29,英格蘭-葡萄牙,England-Portugal
50001097,F29,英格蘭-葡萄牙,England-Portugal
50001098,E22,英格蘭-俄羅斯,England-Russia
50330206,27U,英格蘭-塞爾維亞,England-Serbia
50296627,L07,英格蘭-南非,England-South Africa
50001099,W45,英格蘭-西班牙,England-Spain
50296629,L09,英格蘭-瑞典,England-Sweden
50001100,F78,英格蘭-瑞士,England-Switzerland
50287500,06Y,英格蘭-突尼西亞,England-Tunisia
50001101,Y37,英格蘭-美國,England-USA
50001102,F79,英格蘭-烏克蘭,England-Ukraine
50001103,Y51,英格蘭-烏拉圭,England-Uruguay
50287498,04Y,英格蘭-烏茲別克,England-Uzbekistan
50001104,Y32,英格蘭-委內,England-Venezuela
50001105,E54,英格蘭-威爾斯,England-Wales
50001106,EKP,安高平,Enkoping
50001107,ESG,安坦迪,Entente SSG
50001108,EVG,恩維加多,Envigado
50001109,EPI,埃皮納勒,Epinal
50001110,EGU,赤道畿內亞,Equatorial Guinea
50001111,EGW,赤道畿內亞女足,Equatorial Guinea Women
50315916,78A,赤道畿內亞-安哥拉,Equatorial Guinea-Angola
50315918,80A,赤道畿內亞-毛里塔尼亞,Equatorial Guinea-Mauritania
50315917,79A,赤道畿內亞-納米比亞,Equatorial Guinea-Namibia
50001112,ERY,埃斯耶,Erciyespor
50001113,ERF,艾福特,Erfurt
50581603,ERA,厄立特里亞,Eritrea
50001114,ERM,艾米斯,Ermis Aradippou
50001115,ESB,艾斯堡,Esbjerg
50001116,ESC,艾舒邦,Eschborn
50566591,EUW,艾斯基斯杜拿聯女足,Eskilstuna Utd Women
50001117,ESK,艾斯基沙希,Eskisehirspor
50001118,ESP,愛斯賓奴,Espanyol
50356294,EYW,愛斯賓奴女足,Espanyol Women
50001119,EPR,艾斯柏蘭斯,Esperance
50001120,ESS,艾遜,Essen
50355615,EWE,艾遜女足,Essen Women
1384,EGH,艾斯迪格拿,Esteghlal
50001121,EGH,艾斯迪格拿,Esteghlal FC
50001122,KZT,古澤斯坦,Esteghlal Khuzestan
50001123,EST,愛沙尼亞,Estonia
50001124,ETY,愛沙尼亞U21,Estonia U21
50264492,ETW,愛沙尼亞女足,Estonia Women
50001125,ESL,艾斯杜尼,Estoril
50362148,WET,艾斯杜尼女足,Estoril Women
50001126,ESD,學生隊,Estudiantes
50001127,ECC,卡拉卡斯學生隊,Estudiantes Caracas
50001128,ETU,卡塞羅斯學生隊,Estudiantes Caseros
50001129,RCT,里奧古亞圖學生隊,Estudiantes Rio Cuarto
50001130,ETC,達高斯,Estudiantes Tecos
50001131,EDM,梅里達學生隊,Estudiantes de Merida
50001132,ESW,伊斯瓦蒂尼,Eswatini
50361311,2EW,伊斯瓦蒂尼U20,Eswatini U20
50305647,EWW,伊斯瓦蒂尼女足,Eswatini Women
50001133,ETH,埃塞俄比亞,Ethiopia
50541434,EPW,埃塞俄比亞女足,Ethiopia Women
50320969,EW2,埃塞俄比亞女足U20,Ethiopia Women U20
50544235,WEC,伊蒂哈德會女足,Etihad Club Women
50001134,ESH,沙希爾星隊,Etoile Sahel
50001135,EPN,奧伊本,Eupen
50001136,ERP,FC烏路柏,Europa FC
50001137,W17,歐洲,Europe
50001138,EVE,愛華頓,Everton
50001139,EVM,維拿迪馬愛華頓,Everton VM
50355601,EEW,愛華頓女足,Everton Women
50001140,ETG,伊維恩,Evian TG
50001141,EXE,精英隊,Excelsior
50314191,EMA,馬斯路易斯精英隊,Excelsior Maassluis
50362116,EXW,精英隊女足,Excelsior Women
50001142,ECY,埃克塞特,Exeter City
1199,EZE,伊辛維利,Ezanville Ecouen
50331724,SIU,FA希奧利艾,FA Siauliai
50384872,FC9,博比尼,FC 93 Bobigny
50462490,AIJ,FC安集延,FC Andijon
50001144,FAD,FC安道爾,FC Andorra
50001145,FAY,FC安養,FC Anyang
50001146,AST,艾斯坦拿,FC Astana
50001147,FBK,FC巴爾干尼,FC Ballkani
50001148,FBJ,FC北京,FC Beijing
50000404,BBO,FC波高,FC Borgo
50313294,FLL,FC沙朗斯,FC Challans
50001149,FCC,FC長春,FC Changchun
50001150,FCU,FC成都,FC Chengdu
50001151,CTA,FC基塔,FC Chita
50001152,CIN,FC辛辛那提,FC Cincinnati
50001153,FCD,FC達拉斯,FC Dallas
50001154,DGV,FC杜加瓦,FC Daugava
50001156,FEH,FC愛媛,FC Ehime
50001157,EVN,FC燕豪芬,FC Eindhoven
50001158,FCE,酋長會,FC Emirates
50001159,GFU,FC岐阜,FC Gifu
50001160,GOA,FC高亞,FC Goa
50001161,GZP,FC廣州,FC Guangzhou
50001162,GUZ,FC貴州,FC Guizhou
50001163,FCH,FC 哈林,FC Haarlem
50001164,FHZ,FC杭州,FC Hangzhou
50001165,HNN,FC河南,FC Henan
50001166,FHD,FC本田,FC Honda
50001167,FIB,FC今治,FC Imabari
50000352,BKI,FC伊爾庫茨克,FC Irkutsk
50331726,ISL,FC伊斯洛,FC Isloch
50001168,JGS,FC江蘇,FC Jiangsu
50267914,KTK,FC KTP,FC KTP
50001169,FKZ,卡馬斯,FC Kamaz
50376067,FSS,FC利瑟,FC Lisse
50001170,FMU,FC曼市聯,FC Manchester
1466,MMI,FC邁亞密,FC Miami
50001171,MSK,FC明斯克,FC Minsk
50462425,FMW,FC明斯克女足,FC Minsk Women
50001172,MPC,FC木浦,FC Mokpo
50001173,MOV,FC莫斯科,FC Moskva
50001174,CDM,FC莫塔瓜,FC Motagua
50584428,FCP,FC那不勒斯,FC Naples
50001175,FCN,FC紐約,FC New York
50001176,OPY,FC下諾夫哥羅德,FC Nizhny Novgorod
50331725,NOA,FC諾亞,FC Noah
50001177,GZO,FC奧倫堡,FC Orenburg
50319128,FSA,FC大阪,FC Osaka
50001178,ADR,FC流浪,FC Ranger's
50001179,FCR,FC琉球,FC Ryukyu
50001180,SRD,森查迪亞,FC Samtredia
50289790,FSC,FC聖達哥林瑪,FC Santa Coloma
50001181,SNU,達圖山度士,FC Santos Tartu
50482955,S05,FC施韋因富特,FC Schweinfurt
50001182,SDA,FC仙台,FC Sendai
50001183,SEO,FC首爾,FC Seoul
50001184,FSG,史芬圖爾,FC Sfintul Gheorghe
50001185,FSD,FC山東,FC Shandong
50001186,FSH,FC上海,FC Shanghai
50001187,SHZ,FC深圳,FC Shenzhen
50462442,FPI,FC斯帕爾,FC Spaeri
50001188,STE,布加勒斯特星隊,FC Steaua Bucuresti
50289773,FCS,FC史度加,FC Struga
50001189,TMB,FC坦波夫,FC Tambov
50001190,FTJ,FC天津,FC Tianjin
50001191,FCO,FC東京,FC Tokyo
50001192,TUS,FC杜臣,FC Tucson
50001193,FTS,FC塔爾薩,FC Tulsa
50001194,FVS,FC凡爾賽,FC Versailles
50001195,VTC,維托魯干斯坦達,FC Viitorul Constanta
50001196,FCA,FC橫濱,FC Yokohama
50289800,ZHE,FC浙江,FC Zhejiang
50001197,ZLN,施連,FC Zlin
50001198,FCB,FCB喜鵲,FCB Magpies
50001199,LTN,FCI利維迪亞,FCI Levadia
50001200,HJA,夏拿佐杜亞,FH Hafnarfjaroar
50462488,ARK,阿卡達,FK Arkadag
50462460,FBA,FK班加,FK Banga
50600011,BEO,比奧格特,FK Beograd
50001201,FKD,德錫,FK Decic
50001202,FID,達尼洛夫格萊德,FK Iskra Danilovgrad
50001203,FKK,卡斯洛達,FK Krasnodar
50430033,FKW,卡斯洛達女足,FK Krasnodar Women
50001204,KKS,古基斯,FK Kukesi
50001205,LPJ,利柏查,FK Liepaja
50001206,MBO,波利斯拉夫,FK Mlada Boleslav
50001207,FKM,FK馬拿度斯,FK Mladost
